"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Adrenergic signaling in cardiomyocytes","47/150",0.000742646202505695,0.00293345249989749,0,0,1.82179973042136,13.1265968387586,"CAMK2D;CAMK2A;ADCY4;ATP2A2;ADCY3;ATP1A2;CACNA1C;ADCY1;ATP1A1;ADRA1B;ADCY8;SLC8A1;GNAI1;PPP1CB;PPP2CB;RPS6KA5;CREB3L1;AKT3;CREB3L2;SCN7A;SCN5A;PRKACB;SCN1B;MAPK3;TPM4;TPM3;TPM2;TPM1;CACNA2D3;ATP2B1;PPP2R3A;ATP1B1;MAPK14;AGT;PPP1CA;CACNB2;MAPK11;CREB1;PLCB4;GNAQ;BCL2;CALM1;PLCB1;SCN4B;ATF4;CREB5;RAPGEF4"
"Signaling pathways regulating pluripotency of stem cells","45/143",0.000859604938374181,0.00335352050032397,0,0,1.83292547788346,12.9386899548064,"PIK3R3;PIK3CD;PIK3R1;ACVR1B;IGF1R;NRAS;ACVR1C;MYC;AKT3;DVL2;JAK2;JARID2;WNT2;HRAS;MAPK3;SMAD1;MAP2K1;SMAD3;FZD5;FZD4;PCGF5;FZD7;PCGF2;WNT5A;FZD6;STAT3;LIF;FZD8;SMAD9;LIFR;INHBB;IGF1;INHBA;AXIN2;KLF4;MAPK14;TBX3;INHBE;MAPK11;PIK3CA;TCF3;RAF1;BMPR1B;FGFR4;FGFR2"
"Toxoplasmosis","37/112",0.00088639275196878,0.00341585499539189,0,0,1.96813513965546,13.8327434333186,"ITGB1;CD40;LAMA2;LAMA3;LY96;LAMC2;LAMC1;GNAI1;RELA;IKBKB;SOCS1;CASP3;AKT3;IL12A;JAK2;LDLR;MAP2K6;MAPK3;MAP2K3;HSPA8;TGFB2;CHUK;LAMB3;IFNGR1;STAT1;HSPA6;STAT3;LAMB1;HSPA2;MAPK14;NFKBIA;MAPK10;MAPK11;PPIF;BCL2;ITGA6;NFKBIB"
"Cysteine and methionine metabolism","20/50",0.000990261435243134,0.00377015197032326,0,0,2.65584145224415,18.3718936590398,"MPST;AHCYL2;BHMT2;GSS;AMD1;DNMT3A;MAT2B;SDSL;SRM;LDHA;TST;CBS;ADI1;PSAT1;CTH;DNMT3B;PHGDH;CDO1;GCLM;BCAT2"
"Gastric cancer","46/149",0.0011872514010989,0.00446632669937206,0,0,1.78258969658058,12.0077281073411,"RB1;CDKN1A;ABCB1;SHC3;PIK3R3;PIK3CD;PIK3R1;FGF1;EGFR;LRP6;NRAS;RXRA;MYC;AKT3;DVL2;WNT2;HRAS;MAPK3;MAP2K1;TGFB2;CDKN2B;TCF7L1;SMAD3;FZD5;GADD45B;FZD4;HGF;FZD7;WNT5A;FZD6;GAB1;FZD8;AXIN2;MLH1;MTOR;GADD45G;DDB2;TGFBR2;PIK3CA;BCL2;RAF1;TP53;MET;SOS2;FGFR2;FGF10"
"Parathyroid hormone synthesis, secretion and action","35/106",0.00121514240402133,0.00451747058436163,0,0,1.96614491361408,13.1985224017952,"CDKN1A;ITPR1;ADCY4;ITPR2;ADCY3;ADCY1;PLD1;ADCY8;EGFR;GNAI1;LRP6;AKAP13;RXRA;CREB3L1;CREB3L2;GNA12;PRKACB;MEF2D;MAPK3;MEF2A;MAP2K1;MEF2C;JUND;MAFB;CREB1;PLCB4;CYP24A1;MMP15;GNAQ;BCL2;ARHGEF1;RAF1;PLCB1;ATF4;CREB5"
"Viral carcinogenesis","59/203",0.00141085453393211,0.00518407014793657,0,0,1.63651159042494,10.741341532879,"RB1;CDKN1A;DDX3X;PIK3CD;CHD4;RBPJ;CCND3;CCND2;CREB3L1;CASP3;CREB3L2;RAC1;SKP2;PRKACB;HRAS;ACTN1;HLA-B;ACTN4;HLA-A;HLA-E;CCNA2;RBL2;CREB1;PKM;PIK3CA;TRAF3;MAPKAPK2;TBPL1;ATP6V0D1;TP53;ATF4;CREB5;HDAC5;HDAC2;SRF;PXN;PIK3R3;PIK3R1;HDAC9;RELA;GTF2E2;HDAC7;NRAS;MAPK3;STAT5A;STAT5B;EGR2;JUN;CDKN2B;EGR3;GSN;CDKN2A;STAT3;GTF2H1;NFKBIA;CDK6;CDK4;MDM2;LTBR"
"Ferroptosis","17/41",0.00145767155390426,0.00529453116130743,0,0,2.82077924779497,18.4222693387594,"PRNP;GPX4;ACSL1;GSS;SLC11A2;ACSL4;SLC7A11;ACSL3;SAT1;MAP1LC3A;MAP1LC3C;LPCAT3;HMOX1;VDAC2;GCLM;TP53;FTL"
"p53 signaling pathway","26/73",0.00147543647427834,0.00529815824854495,0,0,2.20473866037826,14.3722535060331,"CDKN1A;CD82;GORAB;PTEN;PPM1D;THBS1;BBC3;CCND3;CCND2;SESN3;AIFM2;ZMAT3;CASP3;SESN2;GADD45B;CDKN2A;TNFRSF10B;IGF1;DDB2;GADD45G;CDK6;TP53I3;CDK4;BCL2;MDM2;TP53"
"Hippo signaling pathway","49/163",0.00158531639274562,0.00562812009025805,0,0,1.71572899283942,11.0612555320048,"WWC1;FGF1;ACTB;ACTG1;AMOT;BBC3;GLI2;PPP1CB;CCND3;RASSF1;CCND2;RASSF2;MYC;TEAD1;TEAD2;TEAD3;TEAD4;WNT5A;AXIN2;TGFBR2;LLGL1;YAP1;PARD6G;NKD1;NKD2;PPP2CB;DVL2;WNT2;SMAD1;TGFB2;TCF7L1;SMAD3;FZD5;FZD4;FZD7;FZD6;FZD8;WTIP;GDF5;BMP6;GDF7;PPP1CA;MOB1A;DLG3;DLG4;DCHS1;FAT4;NF2;BMPR1B"
"Cushing syndrome","47/155",0.00160294559532666,0.00562812009025805,0,0,1.73690988523735,11.1785997729256,"RB1;SCARB1;CDKN1A;CAMK2D;FH;KMT2A;CAMK2A;ITPR1;ADCY4;ITPR2;ADCY3;CACNA1C;ADCY1;ADCY8;EGFR;GNAI1;CACNA1G;RAP1B;CREB3L1;CREB3L2;DVL2;PRKACB;WNT2;LDLR;MAPK3;MAP2K1;CDKN2B;TCF7L1;FZD5;FZD4;CDKN2A;FZD7;WNT5A;FZD6;FZD8;AXIN2;AGT;NR4A1;CDK6;NCEH1;CREB1;PLCB4;CDK4;GNAQ;PLCB1;ATF4;CREB5"
"Long-term potentiation","24/67",0.00201782690901465,0.00700695937635856,0,0,2.22390481341266,13.8009620119409,"GRIA1;MAP2K1;CAMK2D;CAMK2A;ITPR1;ITPR2;ADCY1;CACNA1C;ADCY8;PPP1CA;PPP1CB;RAP1B;NRAS;PLCB4;RPS6KA2;CAMK4;GNAQ;PLCB1;RAF1;CALM1;HRAS;PRKACB;ATF4;MAPK3"
"Long-term depression","22/60",0.00217177661891105,0.00736276522438171,0,0,2.30638393033321,14.1432299741029,"GRIA1;GUCY1A2;MAP2K1;PLA2G4C;ITPR1;PLA2G4A;ITPR2;IGF1;GNAI1;IGF1R;PPP2CB;NRAS;PLCB4;GNAQ;GNA12;PRKG2;PLCB1;RAF1;HRAS;PRKG1;GRIA3;MAPK3"
"Human T-cell leukemia virus 1 infection","62/219",0.00218113024437328,0.00736276522438171,0,0,1.57722507827111,9.66509660341383,"RB1;CD40;CDKN1A;PTEN;PIK3CD;ELK1;IKBKB;CCND3;ZFP36;CCND2;CREB3L1;MYC;AKT3;CREB3L2;PRKACB;HRAS;MAP2K1;MSX2;CHUK;HLA-B;HLA-A;HLA-E;TGFBR2;CCNA2;CREB1;PIK3CA;TBPL1;VDAC2;TLN2;TLN1;TP53;SLC25A4;ATF4;CREB5;SRF;ADCY4;PIK3R3;ADCY3;PIK3R1;ADCY1;ADCY8;RELA;NRAS;MAPK3;STAT5A;STAT5B;MAP3K3;EGR2;JUN;CDKN2B;TGFB2;RANBP3;SMAD3;CDKN2A;NFYB;NFATC4;NFKBIA;MAPK10;CDK4;TCF3;LTBR;MAP3K14"
"Estrogen signaling pathway","42/137",0.00219018965535405,0.00736276522438171,0,0,1.76375679213104,10.8008358835792,"SHC3;HSP90AB1;ITPR1;ADCY4;ITPR2;PIK3R3;PIK3CD;ADCY3;PIK3R1;ADCY1;ADCY8;EGFR;GNAI1;NRAS;CREB3L1;GPER1;AKT3;CREB3L2;PRKACB;HRAS;MAPK3;HSPA8;MAP2K1;JUN;HSP90AA1;MMP2;NCOA3;HSPA6;HSPA2;ESR1;CREB1;PLCB4;PIK3CA;GNAQ;BCL2;RAF1;CALM1;PLCB1;SOS2;ATF4;FKBP5;CREB5"
"Amoebiasis","33/102",0.00240289539646459,0.00792518140135856,0,0,1.90681050452218,11.5001283252074,"RAB5C;LAMA2;LAMA3;PIK3R3;HSPB1;PIK3CD;LAMC2;PIK3R1;LAMC1;ADCY1;RELA;CASP3;IL12A;PRKACB;TGFB2;LAMB3;ACTN1;SERPINB9;LAMB1;ACTN4;COL1A1;COL3A1;COL1A2;PLCB4;COL4A2;PIK3CA;COL4A1;COL4A4;GNAQ;COL4A3;COL4A5;PLCB1;VCL"
"Wnt signaling pathway","49/166",0.00240765004598235,0.00792518140135856,0,0,1.67141978415255,10.077163859814,"CCND3;CCND2;MYC;RSPO2;RAC3;RAC1;RSPO1;PRKACB;TLE3;TLE2;TLE1;WNT5A;AXIN2;DKK1;DKK2;SFRP4;SFRP1;SFRP2;PLCB4;DAAM1;DAAM2;TBL1XR1;ROR1;PLCB1;TP53;CAMK2D;CTBP1;ROCK2;CAMK2A;CUL1;PRICKLE2;PSEN1;NKD1;LRP6;NKD2;DVL2;GPC4;WNT2;JUN;TCF7L1;SMAD3;FZD5;FZD4;FZD7;FZD6;FZD8;NFATC4;MAPK10;LGR4"
"Arginine and proline metabolism","19/50",0.00265650864024075,0.00865419309604202,0,0,2.44089781186555,14.4763365364367,"GAMT;MAOB;MAOA;SMOX;AMD1;PYCR1;PYCR2;SAT1;SRM;ALDH3A2;CKMT2;ALDH4A1;ALDH2;ALDH1B1;P4HA2;CKB;ALDH18A1;PRODH;L3HYPDH"
"Fatty acid degradation","17/43",0.00268943695003823,0.0086720620021641,0,0,2.60346979530704,15.408436608586,"GCDH;CPT1A;ADH1C;ADH1B;ACSL1;ADH1A;ECI1;ECI2;ACSL4;ACSL3;ACADSB;ADH5;ADH6;ALDH3A2;ALDH1B1;ALDH2;ACADS"
"Chemokine signaling pathway","55/192",0.0028342765077916,0.00904678158042572,0,0,1.60260183659053,9.40081201078793,"PIK3CD;CXCL16;IKBKB;PREX1;AKT3;RAC3;RAC1;JAK2;PRKACB;HRAS;MAP2K1;CHUK;PLCB4;PIK3CA;ELMO1;RAF1;PLCB1;CRK;SOS2;SHC3;CCL11;ROCK1;ROCK2;PXN;ADCY4;PIK3R3;ADCY3;PIK3R1;ADCY1;FOXO3;RASGRP2;ADCY8;GNAI1;RELA;RAP1B;NRAS;CCL8;GNG2;GRK5;CCL7;GNG5;PLCG2;PTK2B;MAPK3;CCR1;STAT5B;STAT1;STAT3;GNG11;NFKBIA;CXCL12;GNAQ;GNB2;GNB4;NFKBIB"
"Cortisol synthesis and secretion","23/65",0.00296826673073087,0.00937972286910955,0,0,2.18157738095238,12.6962940592644,"SCARB1;ADCY4;ITPR1;ADCY3;ITPR2;NR0B1;ADCY1;CACNA1C;ADCY8;AGT;CACNA1G;NR4A1;CREB1;PLCB4;NCEH1;CREB3L1;GNAQ;CREB3L2;PLCB1;PRKACB;LDLR;ATF4;CREB5"
"Pyruvate metabolism","18/47",0.00308258707233592,0.0096445298500807,0,0,2.47160015497869,14.2907576815603,"FH;ADH1C;ADH1B;ADH1A;ACOT12;PDHB;ACACB;ADH5;ADH6;ALDH3A2;LDHA;PKM;ALDH1B1;ALDH2;ME1;ME3;DLAT;ACSS1"
"Pathogenic Escherichia coli infection","56/197",0.00313736424386037,0.00971967746137133,0,0,1.58544874648474,9.13911674907532,"CYFIP2;ITGB1;NCKAP1;ARF1;WASL;ACTB;ACTG1;IKBKB;TUBA1C;TUBA1B;TUBA1A;CASP3;TNFSF10;CASP1;RAC1;ACTR3;ACTR2;ARHGEF12;CHUK;TUBB;TUBA4A;CLDN11;MYH9;ARHGEF1;TMBIM6;ARHGEF2;ARF6;ROCK1;ROCK2;LPAR1;RELA;CYTH3;GNA12;PAK3;ABCF2;WASF1;MYH10;WASF2;WASF3;MAPK3;JUN;SEC24B;TNFRSF10B;ARPC4;PTPN11;ARPC5;MAPK14;TJP1;NFKBIA;MAPK10;MAPK11;MYO1E;FCGR2A;MYO1C;ARPC3;NFKBIB"
"Arrhythmogenic right ventricular cardiomyopathy","26/77",0.00346708728900578,0.0106368891585032,0,0,2.03130779457142,11.5062220085089,"ITGB1;LAMA2;ATP2A2;CACNA1C;ACTB;SLC8A1;ACTG1;SGCD;SGCB;DAG1;ITGB8;DMD;DSP;TCF7L1;ITGA4;ITGA3;ITGA2;ITGA1;CACNA2D3;CACNB2;ITGA10;ITGA11;ITGA8;PKP2;ITGA7;ITGA6"
"Aldosterone-regulated sodium reabsorption","15/37",0.00354088969365565,0.0107588571461076,0,0,2.71417392487752,15.3171074006132,"IRS1;INSR;NEDD4L;PIK3CD;PIK3R3;ATP1A2;ATP1A1;PIK3R1;IGF1;ATP1B1;NR3C2;HSD11B2;PIK3CA;SGK1;MAPK3"
"Circadian entrainment","31/97",0.0039346158555081,0.0118413200984815,0,0,1.87208128377968,10.3674776144736,"GRIA1;CAMK2D;CAMK2A;ITPR1;ADCY4;ADCY3;CACNA1C;ADCY1;ADCY8;GNAI1;CACNA1G;RPS6KA5;GNG2;GNG5;PRKG2;PRKACB;GRIA3;PRKG1;MAPK3;GUCY1A2;GNG11;PER2;PER1;CREB1;PLCB4;PER3;GNAQ;GNB2;GNB4;CALM1;PLCB1"
"cAMP signaling pathway","60/216",0.00404569211379562,0.012060742527919,0,0,1.53545293969215,8.4605032959395,"CHRM2;OXTR;ATP2A2;PIK3CD;GLI3;PPP1CB;LIPE;EDNRA;CREB3L1;AKT3;CREB3L2;ADORA1;PLCE1;RAC3;SOX9;RAC1;PRKACB;ABCC4;MAP2K1;PPP1R12A;RRAS2;ARAP3;ATP1B1;CREB1;PIK3CA;PPARA;RAF1;MYL9;RAPGEF4;CREB5;GRIA1;CAMK2D;ROCK1;NPR1;ROCK2;CAMK2A;ADCY4;PIK3R3;ADCY3;ATP1A2;PIK3R1;ADCY1;CACNA1C;ATP1A1;ADCY8;PLD1;GNAI1;RELA;RAP1B;RRAS;GRIA3;MAPK3;JUN;ATP2B1;PPP1CA;NFKBIA;MAPK10;CAMK4;PPP1R1B;CALM1"
